ORDERID,ORDERDATE,SHIPDATE,SHIPMODE,CUSTOMERID,PRODUCTID,ORDERCOSTPRICE,ORDERSELLINGPRICE
5579,2022/09/09,2022/09/14,Second Class,LC-17050,OFF-AR-10003829,5,7.0
5580,2022/09/09,2022/09/14,Second Class,LC-17050,FUR-CH-10003833,220,244.0
5581,2022/09/09,2022/09/14,Second Class,LC-17050,OFF-PA-10000143,43,48.0
5582,2022/10/04,2022/10/08,Standard Class,PS-18970,FUR-FU-10000076,18,20.0
5583,2021/05/09,2021/05/13,Standard Class,PS-18970,OFF-AR-10000462,5,8.0
5584,2019/12/15,2019/12/19,Second Class,JO-15280,FUR-FU-10003829,4,6.0
5585,2022/11/30,2022/12/04,Standard Class,VP-21730,OFF-ST-10002182,58,84.0
5586,2022/11/30,2022/12/04,Standard Class,VP-21730,TEC-PH-10001468,491,546.0
5587,2022/11/30,2022/12/04,Standard Class,VP-21730,OFF-ST-10001809,162,269.0
5588,2020/03/19,2020/03/20,First Class,GA-14725,OFF-FA-10001561,8,11.0
5589,2019/07/19,2019/07/24,Standard Class,EM-14140,OFF-BI-10001759,4,6.0
5590,2021/12/08,2021/12/11,Second Class,DB-13615,OFF-ST-10000615,27,34.0
5591,2021/12/08,2021/12/11,Second Class,DB-13615,OFF-ST-10003816,211,352.0
5592,2019/10/13,2019/10/18,Second Class,ML-17395,FUR-CH-10002880,148,246.0
5593,2019/10/13,2019/10/18,Second Class,ML-17395,OFF-BI-10004738,15,19.0
5594,2022/11/19,2022/11/25,Standard Class,JH-15430,OFF-BI-10003984,54,60.0
5595,2022/09/24,2022/09/24,Same Day,BP-11095,TEC-PH-10000984,235,392.0
5596,2022/09/24,2022/09/24,Same Day,BP-11095,TEC-PH-10001944,307,438.0
5597,2020/09/25,2020/09/29,Standard Class,SB-20185,OFF-BI-10002735,55,69.0
5598,2022/02/13,2022/02/20,Standard Class,SV-20785,OFF-SU-10001165,15,25.0
5599,2022/02/13,2022/02/20,Standard Class,SV-20785,OFF-AR-10000614,10,11.0
5600,2019/10/03,2019/10/03,Same Day,DO-13435,OFF-AR-10004010,34,56.0
5601,2019/10/03,2019/10/03,Same Day,DO-13435,OFF-EN-10004030,13,14.0
5602,2019/10/03,2019/10/03,Same Day,DO-13435,TEC-AC-10003023,100,142.0
5603,2021/08/27,2021/08/29,Second Class,TB-21355,OFF-ST-10003572,10,14.0
5604,2021/08/27,2021/08/29,Second Class,TB-21355,OFF-PA-10004353,64,80.0
5605,2020/12/03,2020/12/07,Standard Class,BS-11380,OFF-BI-10003718,531,590.0
5606,2021/09/20,2021/09/25,Standard Class,FM-14215,FUR-FU-10001546,14,17.0
5607,2021/09/20,2021/09/25,Standard Class,FM-14215,FUR-CH-10002880,79,98.0
5608,2022/03/25,2022/03/31,Standard Class,JL-15835,OFF-AR-10001547,9,11.0
5609,2020/12/06,2020/12/11,Standard Class,AF-10870,OFF-AP-10001626,5,8.0
5610,2022/08/31,2022/09/05,Standard Class,BG-11035,TEC-AC-10003033,330,660.0
5611,2020/10/05,2020/10/07,First Class,MB-17305,TEC-AC-10002323,48,53.0
5612,2022/08/18,2022/08/22,Standard Class,HW-14935,TEC-AC-10002049,760,844.0
5613,2022/08/18,2022/08/22,Standard Class,HW-14935,TEC-AC-10002253,898,1496.0
5614,2021/02/02,2021/02/07,Standard Class,AB-10105,OFF-ST-10003994,71,118.0
5615,2021/08/23,2021/08/27,Standard Class,JP-15460,OFF-AR-10002399,11,21.0
5616,2021/08/23,2021/08/27,Standard Class,JP-15460,OFF-AP-10002118,937,1041.0
5617,2021/08/23,2021/08/27,Standard Class,JP-15460,OFF-AR-10001954,23,29.0
5618,2022/06/30,2022/07/04,Standard Class,DV-13045,FUR-FU-10001591,18,20.0
5619,2020/09/18,2020/09/21,First Class,CM-12190,OFF-ST-10004186,222,444.0
5620,2021/09/25,2021/09/30,Standard Class,SC-20695,TEC-AC-10001908,450,500.0
5621,2021/09/25,2021/09/30,Standard Class,SC-20695,OFF-AR-10000817,2,3.0
5622,2021/09/25,2021/09/30,Standard Class,SC-20695,FUR-CH-10004218,101,202.0
5623,2021/09/25,2021/09/30,Standard Class,SC-20695,FUR-FU-10000755,55,69.0
5624,2021/10/24,2021/10/28,Second Class,VW-21775,TEC-AC-10003063,70,100.0
5625,2021/10/24,2021/10/28,Second Class,VW-21775,TEC-AC-10002637,324,360.0
5626,2019/09/29,2019/10/01,Second Class,PP-18955,FUR-FU-10001706,3,6.0
5627,2019/09/29,2019/10/01,Second Class,PP-18955,FUR-TA-10002958,1174,2349.0
5628,2022/06/26,2022/07/01,Standard Class,DR-12880,OFF-LA-10004689,11,14.0
5629,2022/06/26,2022/07/01,Standard Class,DR-12880,FUR-CH-10001545,137,274.0
5630,2021/08/21,2021/08/23,Second Class,RB-19465,FUR-TA-10002530,571,815.0
5631,2019/02/11,2019/02/15,Standard Class,NF-18385,TEC-AC-10001432,211,234.0
5632,2019/02/11,2019/02/15,Standard Class,NF-18385,FUR-TA-10003715,1131,1256.0
5633,2019/02/11,2019/02/15,Standard Class,NF-18385,OFF-BI-10003291,16,17.0
5634,2021/09/23,2021/09/28,Second Class,CR-12580,OFF-BI-10004187,5,11.0
5635,2020/12/05,2020/12/06,First Class,SU-20665,OFF-BI-10000666,92,153.0
5636,2022/09/03,2022/09/08,Standard Class,SC-20050,OFF-BI-10002225,74,83.0
5637,2022/09/03,2022/09/08,Standard Class,SC-20050,TEC-AC-10000474,228,285.0
5638,2022/03/26,2022/04/02,Standard Class,ML-18040,FUR-FU-10004245,49,61.0
5639,2019/12/21,2019/12/27,Standard Class,GM-14440,FUR-CH-10004287,1193,1326.0
5640,2019/12/21,2019/12/27,Standard Class,GM-14440,FUR-CH-10000595,343,572.0
5641,2019/09/23,2019/09/28,Standard Class,JK-15640,OFF-PA-10003063,20,29.0
5642,2022/04/02,2022/04/05,First Class,AT-10435,OFF-AR-10000246,7,11.0
5643,2021/04/01,2021/04/05,Second Class,DB-12910,FUR-FU-10003274,5,7.0
5644,2020/05/15,2020/05/20,Second Class,AH-10690,OFF-EN-10004147,16,18.0
5645,2022/03/23,2022/03/26,First Class,SJ-20125,OFF-BI-10002103,31,35.0
5646,2022/04/14,2022/04/19,Standard Class,HM-14860,FUR-FU-10004018,60,74.0
5647,2020/01/04,2020/01/09,Standard Class,AG-10495,FUR-FU-10001473,154,192.0
5648,2022/11/02,2022/11/07,Standard Class,JB-16000,OFF-PA-10001800,12,19.0
5649,2022/07/17,2022/07/19,Second Class,AJ-10795,OFF-PA-10004609,26,32.0
5650,2022/07/17,2022/07/19,Second Class,AJ-10795,OFF-EN-10002592,46,58.0
5651,2022/07/17,2022/07/19,Second Class,AJ-10795,OFF-ST-10002957,6,11.0
5652,2022/07/17,2022/07/19,Second Class,AJ-10795,FUR-BO-10002613,717,1194.0
5653,2022/10/06,2022/10/11,Standard Class,MM-18280,OFF-PA-10001033,21,41.0
5654,2019/11/04,2019/11/11,Standard Class,TH-21235,OFF-AR-10000940,2,3.0
5655,2021/12/18,2021/12/21,First Class,AH-10120,OFF-BI-10001670,23,45.0
5656,2021/12/18,2021/12/21,First Class,AH-10120,OFF-AR-10004078,11,19.0
5657,2021/12/18,2021/12/21,First Class,AH-10120,OFF-PA-10003036,7,12.0
5658,2021/12/18,2021/12/21,First Class,AH-10120,TEC-AC-10000991,68,113.0
5659,2021/12/18,2021/12/21,First Class,AH-10120,FUR-TA-10002530,226,377.0
5660,2021/12/18,2021/12/21,First Class,AH-10120,OFF-LA-10000407,13,16.0
5661,2021/12/18,2021/12/21,First Class,AH-10120,TEC-PH-10004833,20,29.0
5662,2021/09/24,2021/10/01,Standard Class,CL-12700,FUR-FU-10002671,17,21.0
5663,2021/09/24,2021/10/01,Standard Class,CL-12700,OFF-ST-10001370,460,511.0
5664,2021/07/21,2021/07/21,Same Day,JG-15310,OFF-AR-10000914,11,19.0
5665,2021/07/21,2021/07/21,Same Day,JG-15310,OFF-BI-10001116,6,11.0
5666,2021/07/21,2021/07/21,Same Day,JG-15310,OFF-ST-10002276,53,67.0
5667,2021/07/21,2021/07/21,Same Day,JG-15310,OFF-ST-10004340,70,99.0
5668,2021/06/11,2021/06/15,Standard Class,SE-20110,OFF-LA-10004093,9,15.0
5669,2021/06/11,2021/06/15,Standard Class,SE-20110,OFF-BI-10004728,38,54.0
5670,2021/06/11,2021/06/15,Standard Class,SE-20110,TEC-AC-10003095,195,390.0
5671,2020/06/09,2020/06/11,Second Class,TG-21640,FUR-FU-10003192,178,355.0
5672,2020/06/09,2020/06/11,Second Class,TG-21640,TEC-PH-10004522,112,140.0
5673,2022/10/27,2022/11/03,Standard Class,SH-19975,OFF-EN-10003068,14,16.0
5674,2022/10/27,2022/11/03,Standard Class,SH-19975,OFF-PA-10001204,6,8.0
5675,2021/01/22,2021/01/27,Standard Class,MC-17275,OFF-PA-10003953,9,13.0
5676,2019/05/28,2019/06/02,Standard Class,PJ-18835,TEC-PH-10001552,52,57.0
5677,2019/05/28,2019/06/02,Standard Class,PJ-18835,TEC-AC-10004877,17,28.0
5678,2019/12/29,2020/01/05,Standard Class,ZC-21910,FUR-FU-10000193,19,39.0
5679,2021/07/28,2021/08/03,Standard Class,SC-20680,OFF-FA-10000735,18,20.0
5680,2021/07/28,2021/08/03,Standard Class,SC-20680,OFF-PA-10002120,88,110.0
5681,2021/09/24,2021/09/30,Standard Class,BP-11230,OFF-BI-10001249,5,6.0
5682,2021/09/24,2021/09/30,Standard Class,BP-11230,OFF-PA-10001569,3,6.0
5683,2019/04/02,2019/04/08,Standard Class,RD-19585,OFF-PA-10004248,8,16.0
5684,2019/04/02,2019/04/08,Standard Class,RD-19585,TEC-PH-10001128,630,1050.0
5685,2019/04/02,2019/04/08,Standard Class,RD-19585,OFF-AP-10003842,124,155.0
5686,2020/11/05,2020/11/05,Same Day,KL-16645,OFF-BI-10002794,59,98.0
5687,2019/07/28,2019/07/28,Same Day,CK-12205,OFF-FA-10000621,11,14.0
5688,2019/07/28,2019/07/28,Same Day,CK-12205,FUR-FU-10003623,91,130.0
5689,2019/07/28,2019/07/28,Same Day,CK-12205,OFF-EN-10000781,39,49.0
5690,2020/12/26,2020/12/31,Standard Class,RB-19705,FUR-CH-10002044,220,275.0
5691,2020/12/10,2020/12/16,Standard Class,KM-16225,OFF-AR-10000817,22,27.0
5692,2020/12/10,2020/12/16,Standard Class,KM-16225,OFF-PA-10001509,27,45.0
5693,2020/12/10,2020/12/16,Standard Class,KM-16225,TEC-PH-10004667,121,135.0
5694,2020/12/10,2020/12/16,Standard Class,KM-16225,OFF-PA-10000143,16,26.0
5695,2020/12/10,2020/12/16,Standard Class,KM-16225,FUR-CH-10000785,489,543.0
5696,2021/05/05,2021/05/07,Second Class,AH-10465,FUR-TA-10001676,36,71.0
5697,2022/10/14,2022/10/18,Standard Class,AG-10765,OFF-BI-10000309,19,27.0
5698,2022/10/14,2022/10/18,Standard Class,AG-10765,OFF-BI-10004224,12,13.0
5699,2021/11/05,2021/11/05,Same Day,EB-14170,OFF-LA-10002312,9,12.0
5700,2022/11/03,2022/11/08,Standard Class,PG-18895,OFF-PA-10003022,25,36.0
5701,2021/11/24,2021/11/26,First Class,CA-12055,OFF-EN-10001532,20,41.0
5702,2021/11/24,2021/11/26,First Class,CA-12055,TEC-AC-10004855,126,140.0
5703,2019/12/14,2019/12/21,Standard Class,SS-20875,OFF-AR-10003829,2,3.0
5704,2019/12/14,2019/12/21,Standard Class,SS-20875,FUR-TA-10002645,68,137.0
5705,2019/12/14,2019/12/21,Standard Class,SS-20875,TEC-AC-10003033,185,264.0
5706,2019/11/03,2019/11/08,Standard Class,RP-19390,OFF-SU-10002522,10,12.0
5707,2022/09/22,2022/09/25,Second Class,SC-20440,OFF-BI-10004828,36,40.0
5708,2020/05/08,2020/05/15,Standard Class,NW-18400,FUR-FU-10001095,56,79.0
5709,2020/05/08,2020/05/15,Standard Class,NW-18400,OFF-SU-10000157,179,358.0
5710,2020/05/08,2020/05/15,Standard Class,NW-18400,FUR-CH-10002647,77,128.0
5711,2020/05/08,2020/05/15,Standard Class,NW-18400,TEC-CO-10004115,1680,2800.0
5712,2020/05/08,2020/05/15,Standard Class,NW-18400,OFF-PA-10003363,14,19.0
5713,2022/07/31,2022/07/31,Same Day,KW-16435,TEC-PH-10003092,22,37.0
5714,2019/03/01,2019/03/05,Standard Class,HR-14770,TEC-PH-10003655,4,6.0
5715,2022/09/25,2022/09/29,Standard Class,AG-10900,OFF-ST-10001476,107,178.0
5716,2020/10/09,2020/10/12,Second Class,BM-11650,TEC-AC-10002049,310,620.0
5717,2020/10/09,2020/10/12,Second Class,BM-11650,TEC-PH-10003875,15,29.0
5718,2020/10/09,2020/10/12,Second Class,BM-11650,OFF-EN-10003286,29,58.0
5719,2020/10/09,2020/10/12,Second Class,BM-11650,OFF-AP-10003971,15,29.0
5720,2022/03/29,2022/04/02,Second Class,RD-19720,OFF-ST-10001031,41,81.0
5721,2020/11/14,2020/11/17,First Class,KB-16585,OFF-FA-10000304,5,9.0
5722,2020/11/14,2020/11/17,First Class,KB-16585,TEC-AC-10000358,64,91.0
5723,2020/11/14,2020/11/17,First Class,KB-16585,TEC-AC-10002800,128,160.0
5724,2021/09/26,2021/09/30,Standard Class,DW-13585,OFF-PA-10004735,8,13.0
5725,2019/09/22,2019/09/27,Standard Class,VG-21805,OFF-ST-10002574,166,332.0
5726,2020/09/25,2020/09/27,First Class,DR-12880,TEC-AC-10004171,810,900.0
5727,2020/05/04,2020/05/08,Standard Class,AH-10690,TEC-PH-10002922,568,946.0
5728,2022/12/08,2022/12/13,Standard Class,JP-15520,TEC-AC-10003023,125,178.0
5729,2022/12/08,2022/12/13,Standard Class,JP-15520,OFF-AP-10003590,872,1090.0
5730,2022/12/08,2022/12/13,Standard Class,JP-15520,OFF-LA-10003510,37,61.0
5731,2022/12/08,2022/12/13,Standard Class,JP-15520,FUR-BO-10003159,414,460.0
5732,2022/12/08,2022/12/13,Standard Class,JP-15520,OFF-PA-10002713,19,28.0
5733,2022/06/29,2022/07/02,First Class,DR-12880,FUR-BO-10002598,511,639.0
5734,2022/06/29,2022/07/02,First Class,DR-12880,OFF-SU-10002537,28,31.0
5735,2022/06/29,2022/07/02,First Class,DR-12880,FUR-FU-10003976,20,25.0
5736,2019/06/29,2019/07/03,Standard Class,JK-15625,OFF-BI-10000174,7,14.0
5737,2019/01/20,2019/01/25,Standard Class,MV-17485,OFF-PA-10002893,10,19.0
5738,2019/01/20,2019/01/25,Standard Class,MV-17485,FUR-FU-10003194,14,19.0
5739,2021/12/31,2022/01/06,Standard Class,BP-11155,OFF-BI-10004233,27,38.0
5740,2022/03/28,2022/03/31,First Class,DH-13075,OFF-PA-10000232,12,13.0
5741,2022/03/28,2022/03/31,First Class,DH-13075,FUR-FU-10001095,16,26.0
5742,2022/03/28,2022/03/31,First Class,DH-13075,TEC-MA-10004679,426,533.0
5743,2022/03/28,2022/03/31,First Class,DH-13075,OFF-PA-10003651,19,27.0
5744,2022/03/28,2022/03/31,First Class,DH-13075,OFF-PA-10000743,12,20.0
5745,2022/03/28,2022/03/31,First Class,DH-13075,OFF-ST-10002743,398,795.0
5746,2022/03/28,2022/03/31,First Class,DH-13075,FUR-FU-10003829,19,22.0
5747,2021/12/08,2021/12/12,Standard Class,LH-16900,TEC-PH-10002496,175,250.0
5748,2021/12/08,2021/12/12,Standard Class,LH-16900,TEC-AC-10002473,61,68.0
5749,2021/12/08,2021/12/12,Standard Class,LH-16900,TEC-AC-10004877,15,17.0
5750,2022/11/18,2022/11/22,Standard Class,DK-13090,TEC-PH-10000923,52,75.0
5751,2019/05/30,2019/06/05,Standard Class,SS-20410,FUR-TA-10001539,178,355.0
5752,2021/01/22,2021/01/28,Standard Class,FP-14320,OFF-LA-10003498,22,44.0
5753,2021/01/22,2021/01/28,Standard Class,FP-14320,OFF-LA-10004484,12,21.0
5754,2021/02/03,2021/02/10,Standard Class,LC-17050,FUR-CH-10000015,520,866.0
5755,2020/03/29,2020/04/03,Second Class,AS-10240,OFF-AR-10003732,3,6.0
5756,2019/10/14,2019/10/18,Standard Class,HG-15025,OFF-AP-10004052,2,3.0
5757,2019/10/14,2019/10/18,Standard Class,HG-15025,TEC-CO-10002095,1200,2000.0
5758,2020/08/11,2020/08/16,Standard Class,BW-11065,FUR-FU-10004270,42,46.0
5759,2020/11/22,2020/11/23,First Class,BH-11710,TEC-MA-10000423,26,33.0
5760,2021/12/30,2021/12/30,Same Day,JP-16135,OFF-ST-10001526,337,481.0
5761,2021/12/30,2021/12/30,Same Day,JP-16135,OFF-BI-10002194,6,6.0
5762,2022/08/12,2022/08/15,First Class,JM-16195,OFF-AP-10000828,380,543.0
5763,2022/08/12,2022/08/15,First Class,JM-16195,FUR-FU-10001473,33,55.0
5764,2020/11/03,2020/11/05,First Class,FH-14365,FUR-CH-10004983,1304,1449.0
5765,2020/09/10,2020/09/12,Second Class,MC-17575,OFF-ST-10003994,318,354.0
5766,2019/11/08,2019/11/14,Standard Class,EB-13870,TEC-PH-10004447,234,334.0
5767,2021/10/08,2021/10/15,Standard Class,PM-19135,OFF-LA-10004545,54,60.0
5768,2022/09/08,2022/09/12,Second Class,AR-10345,TEC-AC-10003116,77,85.0
5769,2020/02/25,2020/03/01,Standard Class,SS-20875,OFF-LA-10001641,3,3.0
5770,2020/02/25,2020/03/01,Standard Class,SS-20875,OFF-PA-10002377,11,23.0
5771,2020/09/24,2020/09/28,Standard Class,SC-20440,FUR-FU-10000010,10,15.0
5772,2020/09/24,2020/09/28,Standard Class,SC-20440,OFF-AP-10002651,811,1158.0
5773,2020/11/26,2020/12/01,Standard Class,EA-14035,TEC-CO-10002313,540,600.0
5774,2021/08/31,2021/09/06,Standard Class,TP-21130,OFF-ST-10001580,22,24.0
5775,2021/04/12,2021/04/16,Standard Class,BP-11290,FUR-CH-10001545,447,638.0
5776,2021/04/12,2021/04/16,Standard Class,BP-11290,OFF-BI-10004826,11,13.0
5777,2021/12/04,2021/12/08,Standard Class,LM-17065,OFF-BI-10000301,9,16.0
5778,2021/12/04,2021/12/09,Standard Class,KT-16465,OFF-PA-10000994,63,105.0
5779,2019/11/11,2019/11/18,Standard Class,AP-10915,OFF-AR-10003156,21,30.0
5780,2019/11/11,2019/11/18,Standard Class,AP-10915,FUR-CH-10000988,79,113.0
5781,2020/04/02,2020/04/09,Standard Class,JD-15790,TEC-MA-10003329,58,72.0
5782,2020/12/12,2020/12/16,Second Class,XP-21865,OFF-AR-10001547,1,2.0
5783,2020/12/12,2020/12/16,Second Class,XP-21865,OFF-EN-10003072,8,16.0
5784,2020/12/12,2020/12/16,Second Class,XP-21865,OFF-PA-10000726,33,36.0
5785,2022/10/02,2022/10/08,Standard Class,JK-16090,FUR-BO-10001972,174,218.0
5786,2022/10/02,2022/10/08,Standard Class,JK-16090,OFF-SU-10004664,27,39.0
5787,2022/10/02,2022/10/08,Standard Class,JK-16090,OFF-BI-10003676,16,23.0
5788,2022/10/02,2022/10/08,Standard Class,JK-16090,OFF-AR-10003727,67,95.0
5789,2022/04/10,2022/04/14,Second Class,MG-18205,FUR-FU-10003829,9,12.0
5790,2022/04/10,2022/04/14,Second Class,MG-18205,OFF-BI-10003712,3,4.0
5791,2022/09/29,2022/10/02,First Class,PG-18820,OFF-FA-10002280,18,-35.0
5792,2022/09/29,2022/10/02,First Class,PG-18820,FUR-CH-10002961,44,73.0
5793,2022/09/29,2022/10/02,First Class,PG-18820,OFF-AP-10002578,59,98.0
5794,2022/09/29,2022/10/02,First Class,PG-18820,FUR-FU-10004848,31,52.0
5795,2022/09/29,2022/10/02,First Class,PG-18820,OFF-BI-10003364,37,47.0
5796,2019/09/29,2019/10/03,Second Class,LD-17005,OFF-ST-10002615,977,1396.0
5797,2019/09/29,2019/10/03,Second Class,LD-17005,FUR-FU-10000521,59,117.0
5798,2019/09/29,2019/10/03,Second Class,LD-17005,OFF-LA-10000121,15,19.0
5799,2019/09/29,2019/10/03,Second Class,LD-17005,OFF-PA-10001289,47,78.0
5800,2019/08/20,2019/08/25,Second Class,CR-12730,FUR-CH-10004495,295,421.0
5801,2019/07/11,2019/07/14,First Class,MN-17935,TEC-PH-10000895,346,576.0
5802,2019/07/11,2019/07/14,First Class,MN-17935,OFF-PA-10000552,5,10.0
5803,2020/03/22,2020/03/24,First Class,RD-19900,TEC-PH-10000376,14,16.0
5804,2022/05/12,2022/05/19,Standard Class,JP-16135,OFF-AR-10003504,7,10.0
5805,2022/11/13,2022/11/19,Standard Class,KE-16420,OFF-ST-10000943,31,62.0
5806,2022/11/13,2022/11/19,Standard Class,KE-16420,FUR-BO-10003441,165,206.0
5807,2021/09/04,2021/09/07,Second Class,DL-13315,OFF-PA-10002195,9,12.0
5808,2021/09/04,2021/09/07,Second Class,DL-13315,OFF-AP-10001205,70,87.0
5809,2021/09/04,2021/09/07,Second Class,DL-13315,OFF-AR-10002987,19,32.0
5810,2021/02/06,2021/02/11,Standard Class,KB-16240,FUR-FU-10000723,79,132.0
5811,2020/03/22,2020/03/26,Standard Class,JD-16150,OFF-PA-10003127,53,106.0
5812,2020/03/22,2020/03/26,Standard Class,JD-16150,FUR-FU-10000747,83,92.0
5813,2020/03/22,2020/03/26,Standard Class,JD-16150,TEC-PH-10001795,893,1488.0
5814,2020/07/02,2020/07/03,First Class,SR-20740,OFF-PA-10003797,16,19.0
5815,2020/06/15,2020/06/17,First Class,AC-10450,TEC-AC-10002718,7,12.0
5816,2019/11/26,2019/11/26,Same Day,LS-17245,TEC-PH-10002170,252,280.0
5817,2019/11/26,2019/11/26,Same Day,LS-17245,OFF-BI-10001078,8,13.0
5818,2019/11/26,2019/11/26,Same Day,LS-17245,OFF-BI-10001031,10,17.0
5819,2019/11/26,2019/11/26,Same Day,LS-17245,OFF-LA-10001158,84,93.0
5820,2019/11/26,2019/11/26,Same Day,LS-17245,OFF-LA-10001613,7,12.0
5821,2022/05/12,2022/05/18,Standard Class,CS-12175,OFF-SU-10000157,119,239.0
5822,2022/05/12,2022/05/18,Standard Class,CS-12175,OFF-AP-10004868,5,8.0
5823,2022/05/12,2022/05/18,Standard Class,CS-12175,FUR-TA-10001520,171,285.0
5824,2022/05/12,2022/05/18,Standard Class,CS-12175,OFF-BI-10001900,10,19.0
5825,2019/05/02,2019/05/02,Same Day,AR-10510,OFF-AP-10003971,16,26.0
5826,2022/09/03,2022/09/06,Second Class,KB-16405,OFF-PA-10000418,336,419.0
5827,2022/09/03,2022/09/06,Second Class,KB-16405,FUR-CH-10004626,45,91.0
5828,2022/09/03,2022/09/06,Second Class,KB-16405,FUR-CH-10004860,109,182.0
5829,2022/09/03,2022/09/06,Second Class,KB-16405,OFF-AR-10003251,5,6.0
5830,2021/12/03,2021/12/07,Standard Class,MM-17920,FUR-TA-10004575,349,582.0
5831,2021/12/03,2021/12/07,Standard Class,MM-17920,FUR-CH-10004754,18,30.0
5832,2020/07/18,2020/07/22,Standard Class,RF-19735,TEC-AC-10003095,312,520.0
5833,2021/07/21,2021/07/26,Standard Class,BP-11290,OFF-LA-10000262,5,6.0
5834,2021/07/21,2021/07/26,Standard Class,BP-11290,FUR-CH-10002961,255,364.0
5835,2020/06/09,2020/06/16,Standard Class,MJ-17740,OFF-BI-10003876,51,64.0
5836,2020/06/09,2020/06/16,Standard Class,MJ-17740,OFF-BI-10002133,19,39.0
5837,2020/06/09,2020/06/16,Standard Class,MJ-17740,TEC-AC-10004396,44,73.0
5838,2022/11/27,2022/12/03,Standard Class,DO-13645,TEC-PH-10004100,40,58.0
5839,2020/03/27,2020/04/03,Standard Class,MV-17485,OFF-ST-10000636,59,84.0
5840,2020/09/22,2020/09/26,Second Class,MG-17875,OFF-PA-10001972,29,32.0
5841,2020/09/22,2020/09/26,Second Class,MG-17875,FUR-FU-10002554,38,48.0
5842,2020/11/17,2020/11/21,Standard Class,BS-11665,TEC-PH-10003174,208,416.0
5843,2020/11/17,2020/11/21,Standard Class,BS-11665,OFF-ST-10001418,244,305.0
5844,2020/11/17,2020/11/21,Standard Class,BS-11665,FUR-FU-10002813,65,81.0
5845,2020/11/17,2020/11/21,Standard Class,BS-11665,OFF-ST-10000129,389,777.0
5846,2020/11/17,2020/11/21,Standard Class,BS-11665,OFF-PA-10001639,23,32.0
5847,2020/11/17,2020/11/21,Standard Class,BS-11665,FUR-CH-10001708,180,226.0
5848,2020/11/17,2020/11/21,Standard Class,BS-11665,FUR-FU-10001591,22,37.0
5849,2020/11/10,2020/11/14,Standard Class,PO-19180,OFF-AP-10003849,573,716.0
5850,2020/11/10,2020/11/14,Standard Class,PO-19180,OFF-ST-10000078,716,796.0
5851,2020/11/10,2020/11/14,Standard Class,PO-19180,TEC-CO-10001571,275,550.0
5852,2020/11/10,2020/11/14,Standard Class,PO-19180,OFF-BI-10001658,52,75.0
5853,2020/11/10,2020/11/14,Standard Class,PO-19180,FUR-FU-10004351,23,29.0
5854,2019/09/10,2019/09/14,Standard Class,DA-13450,OFF-BI-10003314,6,10.0
5855,2020/08/05,2020/08/11,Standard Class,AH-10690,OFF-ST-10001505,30,33.0
5856,2020/08/05,2020/08/11,Standard Class,AH-10690,OFF-SU-10003567,14,23.0
5857,2020/08/05,2020/08/11,Standard Class,AH-10690,OFF-BI-10002982,1,1.0
5858,2020/08/05,2020/08/11,Standard Class,AH-10690,FUR-FU-10002364,7,15.0
5859,2022/09/03,2022/09/07,Second Class,JK-15730,FUR-BO-10004218,168,240.0
5860,2020/11/01,2020/11/08,Standard Class,MS-17530,FUR-TA-10002530,151,302.0
5861,2020/04/29,2020/05/04,Second Class,JK-15640,OFF-PA-10001526,4,8.0
5862,2021/05/01,2021/05/04,Second Class,CM-12235,OFF-PA-10001497,88,110.0
5863,2021/05/01,2021/05/04,Second Class,CM-12235,OFF-PA-10003936,10,19.0
5864,2021/05/01,2021/05/04,Second Class,CM-12235,OFF-AR-10000716,7,11.0
5865,2019/08/05,2019/08/07,Second Class,RS-19420,OFF-AP-10002765,64,79.0
5866,2019/08/05,2019/08/07,Second Class,RS-19420,OFF-AR-10004165,3,5.0
5867,2019/08/05,2019/08/07,Second Class,RS-19420,FUR-CH-10002335,793,1133.0
5868,2021/01/04,2021/01/08,Standard Class,BP-11185,OFF-AR-10004078,3,5.0
5869,2021/01/04,2021/01/08,Standard Class,BP-11185,OFF-BI-10002026,63,105.0
5870,2021/11/07,2021/11/12,Standard Class,MA-17995,FUR-CH-10001215,802,1603.0
5871,2021/06/14,2021/06/14,Same Day,EB-13705,FUR-TA-10001771,905,1293.0
5872,2021/09/24,2021/09/28,Standard Class,RD-19900,FUR-FU-10004006,115,128.0
5873,2022/03/30,2022/04/03,Standard Class,ME-17320,OFF-ST-10003282,30,60.0
5874,2022/06/04,2022/06/04,Same Day,EH-14005,OFF-BI-10002353,65,108.0
5875,2022/06/04,2022/06/04,Same Day,EH-14005,OFF-BI-10004141,7,10.0
5876,2020/04/07,2020/04/09,First Class,FM-14290,OFF-AR-10001954,7,12.0
5877,2019/05/21,2019/05/26,Standard Class,FG-14260,OFF-BI-10001071,269,448.0
5878,2019/05/21,2019/05/26,Standard Class,FG-14260,OFF-PA-10003022,14,18.0
5879,2019/05/21,2019/05/26,Standard Class,FG-14260,OFF-AP-10001293,172,246.0
5880,2021/09/05,2021/09/11,Standard Class,MV-17485,OFF-PA-10001815,135,192.0
5881,2021/09/18,2021/09/22,Standard Class,JW-15220,FUR-CH-10001215,481,802.0
